time (ms),X-Axis Acc (G),Y-Axis Acc (G),Z-Axis Acc (G),ADC (mV),CAN ID,CAN Data,GNSS Data (lat),GNSS Data (lon)
0.01,0.15840087890625,-0.04371826171875001,0.99420068359375,2032.0197044334975,b'20',b'40',-31.979407166666665,115.81612816666666
0.02,0.1584619140625,-0.04402343750000001,0.99426171875,2030.3776683087028,b'20',b'40',-31.979407166666665,115.81612816666666
0.03,0.15840087890625,-0.04396240234375001,0.99432275390625,2027.9146141215108,b'20',b'40',-31.979407166666665,115.81612816666666
0.04,0.15833984375,-0.04432861328125001,0.99468896484375,2032.0197044334975,b'20',b'40',-31.979407166666665,115.81612816666666
0.05,0.158583984375,-0.04432861328125001,0.99468896484375,2031.1986863711002,b'20',b'40',-31.979407166666665,115.81612816666666
0.060000000000000005,0.1579736328125,-0.04371826171875001,0.9946279296875,2032.8407224958949,b'20',b'40',-31.979407166666665,115.81612816666666
0.07,0.1584619140625,-0.04365722656250001,0.99468896484375,2032.8407224958949,b'20',b'40',-31.979407166666665,115.81612816666666
0.08,0.15815673828125,-0.04335205078125001,0.9946279296875,2031.1986863711002,b'20',b'40',-31.979407166666665,115.81612816666666
0.09,0.15815673828125,-0.04353515625000001,0.994994140625,2029.5566502463055,b'20',b'40',-31.979407166666665,115.81612816666666
0.09999999999999999,0.15852294921875,-0.04353515625000001,0.9948720703125,2029.5566502463055,b'20',b'40',-31.979407166666665,115.81612816666666
0.10999999999999999,0.15876708984375,-0.04365722656250001,0.9951162109375,2030.3776683087028,b'20',b'40',-31.979407166666665,115.81612816666666
0.11999999999999998,0.15876708984375,-0.04396240234375001,0.99475,2025.4515599343185,b'20',b'40',-31.979407166666665,115.81612816666666
0.12999999999999998,0.15876708984375,-0.04432861328125001,0.99444482421875,2028.7356321839081,b'20',b'40',-31.979407166666665,115.81612816666666
0.13999999999999999,0.1589501953125,-0.04420654296875001,0.99456689453125,2026.2725779967159,b'20',b'40',-31.979407166666665,115.81612816666666
0.15,0.15864501953125,-0.04457275390625001,0.99456689453125,2030.3776683087028,b'20',b'40',-31.979407166666665,115.81612816666666
0.16,0.15876708984375,-0.04445068359375001,0.99420068359375,2026.2725779967159,b'20',b'40',-31.979407166666665,115.81612816666666
0.17,0.1584619140625,-0.04432861328125001,0.9941396484375,2030.3776683087028,b'20',b'40',-31.979407166666665,115.81612816666666
0.18000000000000002,0.15840087890625,-0.04457275390625001,0.994017578125,2029.5566502463055,b'20',b'40',-31.979407166666665,115.81612816666666
0.19000000000000003,0.15876708984375,-0.04457275390625001,0.99432275390625,2029.5566502463055,b'20',b'40',-31.979407166666665,115.81612816666666
0.20000000000000004,0.1589501953125,-0.04408447265625001,0.99475,2030.3776683087028,b'20',b'40',-31.979407166666665,115.81612816666666
0.21000000000000005,0.15852294921875,-0.04438964843750001,0.99456689453125,2034.4827586206898,b'20',b'40',-31.979407166666665,115.81612816666666
0.22000000000000006,0.1582177734375,-0.04396240234375001,0.99456689453125,2028.7356321839081,b'20',b'40',-31.979407166666665,115.81612816666666
0.23000000000000007,0.15852294921875,-0.04365722656250001,0.994505859375,2031.1986863711002,b'20',b'40',-31.979407166666665,115.81612816666666
0.24000000000000007,0.15852294921875,-0.04341308593750001,0.99426171875,2030.3776683087028,b'20',b'40',-31.979407166666665,115.81612816666666
0.25000000000000006,0.1578515625,-0.04359619140625001,0.99481103515625,2029.5566502463055,b'20',b'40',-31.979407166666665,115.81612816666666
0.26000000000000006,0.15766845703125,-0.04377929687500001,0.994994140625,2029.5566502463055,b'20',b'40',-31.979407166666665,115.81612816666666
0.2700000000000001,0.1577294921875,-0.04390136718750001,0.9951162109375,2025.4515599343185,b'20',b'40',-31.979407166666665,115.81612816666666
